journal,year,n_bar_cont,n_informative,n_bar_or_informative,policy,policy_year,JCR Abbreviation,Publisher,All_Fields
Acta neuropathologica,2024.0,28,102,108,0.0,,ACTA NEUROPATHOL,SPRINGER,CLINICAL NEUROLOGY; NEUROSCIENCES; PATHOLOGY
Acta neuropathologica,2025.0,25,78,83,0.0,,ACTA NEUROPATHOL,SPRINGER,CLINICAL NEUROLOGY; NEUROSCIENCES; PATHOLOGY
Acta pharmacologica Sinica,2010.0,139,27,141,1.0,2013,ACTA PHARMACOL SIN,NATURE PUBL GROUP,"CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY"
Acta pharmacologica Sinica,2011.0,123,17,125,1.0,2013,ACTA PHARMACOL SIN,NATURE PUBL GROUP,"CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY"
Acta pharmacologica Sinica,2012.0,113,22,123,1.0,2013,ACTA PHARMACOL SIN,NATURE PUBL GROUP,"CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY"
Acta pharmacologica Sinica,2013.0,119,29,124,1.0,2013,ACTA PHARMACOL SIN,NATURE PUBL GROUP,"CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY"
Acta pharmacologica Sinica,2014.0,132,23,133,1.0,2013,ACTA PHARMACOL SIN,NATURE PUBL GROUP,"CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY"
Acta pharmacologica Sinica,2015.0,89,22,95,1.0,2013,ACTA PHARMACOL SIN,NATURE PUBL GROUP,"CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY"
Acta pharmacologica Sinica,2016.0,119,34,124,1.0,2013,ACTA PHARMACOL SIN,NATURE PUBL GROUP,"CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY"
Acta pharmacologica Sinica,2017.0,111,28,113,1.0,2013,ACTA PHARMACOL SIN,NATURE PUBL GROUP,"CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY"
Acta pharmacologica Sinica,2018.0,122,37,130,1.0,2013,ACTA PHARMACOL SIN,NATURE PUBL GROUP,"CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY"
Acta pharmacologica Sinica,2019.0,127,51,133,1.0,2013,ACTA PHARMACOL SIN,NATURE PUBL GROUP,"CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY"
Acta pharmacologica Sinica,2020.0,112,35,115,1.0,2013,ACTA PHARMACOL SIN,NATURE PUBL GROUP,"CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY"
Acta pharmacologica Sinica,2021.0,155,77,169,1.0,2013,ACTA PHARMACOL SIN,NATURE PUBL GROUP,"CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY"
Acta pharmacologica Sinica,2022.0,172,144,215,1.0,2013,ACTA PHARMACOL SIN,NATURE PUBL GROUP,"CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY"
Acta pharmacologica Sinica,2023.0,113,132,173,1.0,2013,ACTA PHARMACOL SIN,NATURE PUBL GROUP,"CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY"
Acta pharmacologica Sinica,2024.0,94,145,167,1.0,2013,ACTA PHARMACOL SIN,NATURE PUBL GROUP,"CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY"
Acta pharmacologica Sinica,2025.0,124,198,228,1.0,2013,ACTA PHARMACOL SIN,NATURE PUBL GROUP,"CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY"
Acta pharmacologica Sinica,2026.0,21,30,35,1.0,2013,ACTA PHARMACOL SIN,NATURE PUBL GROUP,"CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY"
"Acta physiologica (Oxford, England)",2010.0,57,12,63,0.0,,ACTA PHYSIOL,WILEY,PHYSIOLOGY
"Acta physiologica (Oxford, England)",2011.0,68,12,71,0.0,,ACTA PHYSIOL,WILEY,PHYSIOLOGY
"Acta physiologica (Oxford, England)",2012.0,59,7,60,0.0,,ACTA PHYSIOL,WILEY,PHYSIOLOGY
"Acta physiologica (Oxford, England)",2013.0,68,8,69,0.0,,ACTA PHYSIOL,WILEY,PHYSIOLOGY
"Acta physiologica (Oxford, England)",2014.0,97,19,101,0.0,,ACTA PHYSIOL,WILEY,PHYSIOLOGY
"Acta physiologica (Oxford, England)",2015.0,66,17,68,0.0,,ACTA PHYSIOL,WILEY,PHYSIOLOGY
"Acta physiologica (Oxford, England)",2016.0,47,5,48,0.0,,ACTA PHYSIOL,WILEY,PHYSIOLOGY
"Acta physiologica (Oxford, England)",2017.0,56,17,61,0.0,,ACTA PHYSIOL,WILEY,PHYSIOLOGY
"Acta physiologica (Oxford, England)",2018.0,68,25,77,0.0,,ACTA PHYSIOL,WILEY,PHYSIOLOGY
"Acta physiologica (Oxford, England)",2019.0,61,31,75,0.0,,ACTA PHYSIOL,WILEY,PHYSIOLOGY
"Acta physiologica (Oxford, England)",2020.0,44,33,57,0.0,,ACTA PHYSIOL,WILEY,PHYSIOLOGY
"Acta physiologica (Oxford, England)",2021.0,47,56,75,0.0,,ACTA PHYSIOL,WILEY,PHYSIOLOGY
"Acta physiologica (Oxford, England)",2022.0,32,45,55,0.0,,ACTA PHYSIOL,WILEY,PHYSIOLOGY
"Acta physiologica (Oxford, England)",2023.0,23,40,48,0.0,,ACTA PHYSIOL,WILEY,PHYSIOLOGY
"Acta physiologica (Oxford, England)",2024.0,31,67,79,0.0,,ACTA PHYSIOL,WILEY,PHYSIOLOGY
"Acta physiologica (Oxford, England)",2025.0,26,68,73,0.0,,ACTA PHYSIOL,WILEY,PHYSIOLOGY
The aging male : the official journal of the International Society for the Study of the Aging Male,2010.0,8,3,11,0.0,,AGING MALE,TAYLOR & FRANCIS LTD,ENDOCRINOLOGY & METABOLISM; UROLOGY & NEPHROLOGY
The aging male : the official journal of the International Society for the Study of the Aging Male,2011.0,7,6,11,0.0,,AGING MALE,TAYLOR & FRANCIS LTD,ENDOCRINOLOGY & METABOLISM; UROLOGY & NEPHROLOGY
The aging male : the official journal of the International Society for the Study of the Aging Male,2012.0,9,7,14,0.0,,AGING MALE,TAYLOR & FRANCIS LTD,ENDOCRINOLOGY & METABOLISM; UROLOGY & NEPHROLOGY
The aging male : the official journal of the International Society for the Study of the Aging Male,2013.0,4,4,8,0.0,,AGING MALE,TAYLOR & FRANCIS LTD,ENDOCRINOLOGY & METABOLISM; UROLOGY & NEPHROLOGY
The aging male : the official journal of the International Society for the Study of the Aging Male,2014.0,9,2,11,0.0,,AGING MALE,TAYLOR & FRANCIS LTD,ENDOCRINOLOGY & METABOLISM; UROLOGY & NEPHROLOGY
The aging male : the official journal of the International Society for the Study of the Aging Male,2015.0,13,3,14,0.0,,AGING MALE,TAYLOR & FRANCIS LTD,ENDOCRINOLOGY & METABOLISM; UROLOGY & NEPHROLOGY
The aging male : the official journal of the International Society for the Study of the Aging Male,2016.0,5,1,5,0.0,,AGING MALE,TAYLOR & FRANCIS LTD,ENDOCRINOLOGY & METABOLISM; UROLOGY & NEPHROLOGY
The aging male : the official journal of the International Society for the Study of the Aging Male,2017.0,7,2,9,0.0,,AGING MALE,TAYLOR & FRANCIS LTD,ENDOCRINOLOGY & METABOLISM; UROLOGY & NEPHROLOGY
The aging male : the official journal of the International Society for the Study of the Aging Male,2018.0,7,2,9,0.0,,AGING MALE,TAYLOR & FRANCIS LTD,ENDOCRINOLOGY & METABOLISM; UROLOGY & NEPHROLOGY
The aging male : the official journal of the International Society for the Study of the Aging Male,2019.0,2,3,5,0.0,,AGING MALE,TAYLOR & FRANCIS LTD,ENDOCRINOLOGY & METABOLISM; UROLOGY & NEPHROLOGY
The aging male : the official journal of the International Society for the Study of the Aging Male,2020.0,24,14,34,0.0,,AGING MALE,TAYLOR & FRANCIS LTD,ENDOCRINOLOGY & METABOLISM; UROLOGY & NEPHROLOGY
The aging male : the official journal of the International Society for the Study of the Aging Male,2021.0,1,2,3,0.0,,AGING MALE,TAYLOR & FRANCIS LTD,ENDOCRINOLOGY & METABOLISM; UROLOGY & NEPHROLOGY
The aging male : the official journal of the International Society for the Study of the Aging Male,2022.0,1,4,5,0.0,,AGING MALE,TAYLOR & FRANCIS LTD,ENDOCRINOLOGY & METABOLISM; UROLOGY & NEPHROLOGY
The aging male : the official journal of the International Society for the Study of the Aging Male,2023.0,4,2,6,0.0,,AGING MALE,TAYLOR & FRANCIS LTD,ENDOCRINOLOGY & METABOLISM; UROLOGY & NEPHROLOGY
The aging male : the official journal of the International Society for the Study of the Aging Male,2024.0,2,5,7,0.0,,AGING MALE,TAYLOR & FRANCIS LTD,ENDOCRINOLOGY & METABOLISM; UROLOGY & NEPHROLOGY
The aging male : the official journal of the International Society for the Study of the Aging Male,2025.0,7,3,9,0.0,,AGING MALE,TAYLOR & FRANCIS LTD,ENDOCRINOLOGY & METABOLISM; UROLOGY & NEPHROLOGY
The aging male : the official journal of the International Society for the Study of the Aging Male,2026.0,0,0,0,0.0,,AGING MALE,TAYLOR & FRANCIS LTD,ENDOCRINOLOGY & METABOLISM; UROLOGY & NEPHROLOGY
Alimentary pharmacology &amp; therapeutics,2010.0,31,36,63,0.0,,ALIMENT PHARM THER,WILEY,GASTROENTEROLOGY & HEPATOLOGY; PHARMACOLOGY & PHARMACY
Alimentary pharmacology &amp; therapeutics,2011.0,39,35,71,0.0,,ALIMENT PHARM THER,WILEY,GASTROENTEROLOGY & HEPATOLOGY; PHARMACOLOGY & PHARMACY
Alimentary pharmacology &amp; therapeutics,2012.0,31,32,60,0.0,,ALIMENT PHARM THER,WILEY,GASTROENTEROLOGY & HEPATOLOGY; PHARMACOLOGY & PHARMACY
Alimentary pharmacology &amp; therapeutics,2013.0,24,30,50,0.0,,ALIMENT PHARM THER,WILEY,GASTROENTEROLOGY & HEPATOLOGY; PHARMACOLOGY & PHARMACY
Alimentary pharmacology &amp; therapeutics,2014.0,23,29,46,0.0,,ALIMENT PHARM THER,WILEY,GASTROENTEROLOGY & HEPATOLOGY; PHARMACOLOGY & PHARMACY
Alimentary pharmacology &amp; therapeutics,2015.0,23,48,62,0.0,,ALIMENT PHARM THER,WILEY,GASTROENTEROLOGY & HEPATOLOGY; PHARMACOLOGY & PHARMACY
Alimentary pharmacology &amp; therapeutics,2016.0,27,54,73,0.0,,ALIMENT PHARM THER,WILEY,GASTROENTEROLOGY & HEPATOLOGY; PHARMACOLOGY & PHARMACY
Alimentary pharmacology &amp; therapeutics,2017.0,17,41,54,0.0,,ALIMENT PHARM THER,WILEY,GASTROENTEROLOGY & HEPATOLOGY; PHARMACOLOGY & PHARMACY
Alimentary pharmacology &amp; therapeutics,2018.0,30,44,61,0.0,,ALIMENT PHARM THER,WILEY,GASTROENTEROLOGY & HEPATOLOGY; PHARMACOLOGY & PHARMACY
Alimentary pharmacology &amp; therapeutics,2019.0,22,36,51,0.0,,ALIMENT PHARM THER,WILEY,GASTROENTEROLOGY & HEPATOLOGY; PHARMACOLOGY & PHARMACY
Alimentary pharmacology &amp; therapeutics,2020.0,27,39,59,0.0,,ALIMENT PHARM THER,WILEY,GASTROENTEROLOGY & HEPATOLOGY; PHARMACOLOGY & PHARMACY
Alimentary pharmacology &amp; therapeutics,2021.0,12,34,44,0.0,,ALIMENT PHARM THER,WILEY,GASTROENTEROLOGY & HEPATOLOGY; PHARMACOLOGY & PHARMACY
Alimentary pharmacology &amp; therapeutics,2022.0,17,38,49,0.0,,ALIMENT PHARM THER,WILEY,GASTROENTEROLOGY & HEPATOLOGY; PHARMACOLOGY & PHARMACY
Alimentary pharmacology &amp; therapeutics,2023.0,18,39,50,0.0,,ALIMENT PHARM THER,WILEY,GASTROENTEROLOGY & HEPATOLOGY; PHARMACOLOGY & PHARMACY
Alimentary pharmacology &amp; therapeutics,2024.0,22,34,51,0.0,,ALIMENT PHARM THER,WILEY,GASTROENTEROLOGY & HEPATOLOGY; PHARMACOLOGY & PHARMACY
Alimentary pharmacology &amp; therapeutics,2025.0,22,40,57,0.0,,ALIMENT PHARM THER,WILEY,GASTROENTEROLOGY & HEPATOLOGY; PHARMACOLOGY & PHARMACY
Alimentary pharmacology &amp; therapeutics,2026.0,2,7,9,0.0,,ALIMENT PHARM THER,WILEY,GASTROENTEROLOGY & HEPATOLOGY; PHARMACOLOGY & PHARMACY
"American journal of cardiovascular drugs : drugs, devices, and other interventions",2010.0,6,1,7,0.0,,AM J CARDIOVASC DRUG,ADIS INT LTD,CARDIAC & CARDIOVASCULAR SYSTEMS; PHARMACOLOGY & PHARMACY
"American journal of cardiovascular drugs : drugs, devices, and other interventions",2011.0,2,1,3,0.0,,AM J CARDIOVASC DRUG,ADIS INT LTD,CARDIAC & CARDIOVASCULAR SYSTEMS; PHARMACOLOGY & PHARMACY
"American journal of cardiovascular drugs : drugs, devices, and other interventions",2012.0,8,2,9,0.0,,AM J CARDIOVASC DRUG,ADIS INT LTD,CARDIAC & CARDIOVASCULAR SYSTEMS; PHARMACOLOGY & PHARMACY
"American journal of cardiovascular drugs : drugs, devices, and other interventions",2013.0,5,1,6,0.0,,AM J CARDIOVASC DRUG,ADIS INT LTD,CARDIAC & CARDIOVASCULAR SYSTEMS; PHARMACOLOGY & PHARMACY
"American journal of cardiovascular drugs : drugs, devices, and other interventions",2014.0,3,2,5,0.0,,AM J CARDIOVASC DRUG,ADIS INT LTD,CARDIAC & CARDIOVASCULAR SYSTEMS; PHARMACOLOGY & PHARMACY
"American journal of cardiovascular drugs : drugs, devices, and other interventions",2015.0,0,3,3,0.0,,AM J CARDIOVASC DRUG,ADIS INT LTD,CARDIAC & CARDIOVASCULAR SYSTEMS; PHARMACOLOGY & PHARMACY
"American journal of cardiovascular drugs : drugs, devices, and other interventions",2016.0,2,3,4,0.0,,AM J CARDIOVASC DRUG,ADIS INT LTD,CARDIAC & CARDIOVASCULAR SYSTEMS; PHARMACOLOGY & PHARMACY
"American journal of cardiovascular drugs : drugs, devices, and other interventions",2017.0,1,2,2,0.0,,AM J CARDIOVASC DRUG,ADIS INT LTD,CARDIAC & CARDIOVASCULAR SYSTEMS; PHARMACOLOGY & PHARMACY
"American journal of cardiovascular drugs : drugs, devices, and other interventions",2018.0,4,3,5,0.0,,AM J CARDIOVASC DRUG,ADIS INT LTD,CARDIAC & CARDIOVASCULAR SYSTEMS; PHARMACOLOGY & PHARMACY
"American journal of cardiovascular drugs : drugs, devices, and other interventions",2019.0,2,5,7,0.0,,AM J CARDIOVASC DRUG,ADIS INT LTD,CARDIAC & CARDIOVASCULAR SYSTEMS; PHARMACOLOGY & PHARMACY
"American journal of cardiovascular drugs : drugs, devices, and other interventions",2020.0,1,2,3,0.0,,AM J CARDIOVASC DRUG,ADIS INT LTD,CARDIAC & CARDIOVASCULAR SYSTEMS; PHARMACOLOGY & PHARMACY
"American journal of cardiovascular drugs : drugs, devices, and other interventions",2021.0,5,6,9,0.0,,AM J CARDIOVASC DRUG,ADIS INT LTD,CARDIAC & CARDIOVASCULAR SYSTEMS; PHARMACOLOGY & PHARMACY
"American journal of cardiovascular drugs : drugs, devices, and other interventions",2022.0,1,4,5,0.0,,AM J CARDIOVASC DRUG,ADIS INT LTD,CARDIAC & CARDIOVASCULAR SYSTEMS; PHARMACOLOGY & PHARMACY
"American journal of cardiovascular drugs : drugs, devices, and other interventions",2023.0,3,3,6,0.0,,AM J CARDIOVASC DRUG,ADIS INT LTD,CARDIAC & CARDIOVASCULAR SYSTEMS; PHARMACOLOGY & PHARMACY
"American journal of cardiovascular drugs : drugs, devices, and other interventions",2024.0,1,2,3,0.0,,AM J CARDIOVASC DRUG,ADIS INT LTD,CARDIAC & CARDIOVASCULAR SYSTEMS; PHARMACOLOGY & PHARMACY
"American journal of cardiovascular drugs : drugs, devices, and other interventions",2025.0,2,5,7,0.0,,AM J CARDIOVASC DRUG,ADIS INT LTD,CARDIAC & CARDIOVASCULAR SYSTEMS; PHARMACOLOGY & PHARMACY
"American journal of cardiovascular drugs : drugs, devices, and other interventions",2026.0,0,1,1,0.0,,AM J CARDIOVASC DRUG,ADIS INT LTD,CARDIAC & CARDIOVASCULAR SYSTEMS; PHARMACOLOGY & PHARMACY
American journal of human genetics,2010.0,50,27,70,0.0,,AM J HUM GENET,CELL PRESS,GENETICS & HEREDITY
American journal of human genetics,2011.0,49,11,58,0.0,,AM J HUM GENET,CELL PRESS,GENETICS & HEREDITY
American journal of human genetics,2012.0,60,33,83,0.0,,AM J HUM GENET,CELL PRESS,GENETICS & HEREDITY
American journal of human genetics,2013.0,81,36,101,0.0,,AM J HUM GENET,CELL PRESS,GENETICS & HEREDITY
American journal of human genetics,2014.0,52,35,72,0.0,,AM J HUM GENET,CELL PRESS,GENETICS & HEREDITY
American journal of human genetics,2015.0,43,31,60,0.0,,AM J HUM GENET,CELL PRESS,GENETICS & HEREDITY
American journal of human genetics,2016.0,74,69,120,0.0,,AM J HUM GENET,CELL PRESS,GENETICS & HEREDITY
American journal of human genetics,2017.0,66,53,93,0.0,,AM J HUM GENET,CELL PRESS,GENETICS & HEREDITY
American journal of human genetics,2018.0,58,62,99,0.0,,AM J HUM GENET,CELL PRESS,GENETICS & HEREDITY
American journal of human genetics,2019.0,69,85,121,0.0,,AM J HUM GENET,CELL PRESS,GENETICS & HEREDITY
American journal of human genetics,2020.0,46,77,99,0.0,,AM J HUM GENET,CELL PRESS,GENETICS & HEREDITY
American journal of human genetics,2021.0,47,79,100,0.0,,AM J HUM GENET,CELL PRESS,GENETICS & HEREDITY
American journal of human genetics,2022.0,35,80,94,0.0,,AM J HUM GENET,CELL PRESS,GENETICS & HEREDITY
American journal of human genetics,2023.0,35,78,87,0.0,,AM J HUM GENET,CELL PRESS,GENETICS & HEREDITY
American journal of human genetics,2024.0,46,99,111,0.0,,AM J HUM GENET,CELL PRESS,GENETICS & HEREDITY
American journal of human genetics,2025.0,41,99,114,0.0,,AM J HUM GENET,CELL PRESS,GENETICS & HEREDITY
American journal of human genetics,2026.0,1,7,7,0.0,,AM J HUM GENET,CELL PRESS,GENETICS & HEREDITY
American journal of physiology. Cell physiology,2010.0,260,49,265,1.0,2017,AM J PHYSIOL-CELL PH,AMER PHYSIOLOGICAL SOC,CELL BIOLOGY; PHYSIOLOGY
American journal of physiology. Cell physiology,2011.0,243,36,246,1.0,2017,AM J PHYSIOL-CELL PH,AMER PHYSIOLOGICAL SOC,CELL BIOLOGY; PHYSIOLOGY
American journal of physiology. Cell physiology,2012.0,244,47,253,1.0,2017,AM J PHYSIOL-CELL PH,AMER PHYSIOLOGICAL SOC,CELL BIOLOGY; PHYSIOLOGY
American journal of physiology. Cell physiology,2013.0,186,31,189,1.0,2017,AM J PHYSIOL-CELL PH,AMER PHYSIOLOGICAL SOC,CELL BIOLOGY; PHYSIOLOGY
American journal of physiology. Cell physiology,2014.0,175,28,179,1.0,2017,AM J PHYSIOL-CELL PH,AMER PHYSIOLOGICAL SOC,CELL BIOLOGY; PHYSIOLOGY
American journal of physiology. Cell physiology,2015.0,144,34,148,1.0,2017,AM J PHYSIOL-CELL PH,AMER PHYSIOLOGICAL SOC,CELL BIOLOGY; PHYSIOLOGY
American journal of physiology. Cell physiology,2016.0,145,31,151,1.0,2017,AM J PHYSIOL-CELL PH,AMER PHYSIOLOGICAL SOC,CELL BIOLOGY; PHYSIOLOGY
American journal of physiology. Cell physiology,2017.0,104,30,108,1.0,2017,AM J PHYSIOL-CELL PH,AMER PHYSIOLOGICAL SOC,CELL BIOLOGY; PHYSIOLOGY
American journal of physiology. Cell physiology,2018.0,110,48,117,1.0,2017,AM J PHYSIOL-CELL PH,AMER PHYSIOLOGICAL SOC,CELL BIOLOGY; PHYSIOLOGY
American journal of physiology. Cell physiology,2019.0,128,91,169,1.0,2017,AM J PHYSIOL-CELL PH,AMER PHYSIOLOGICAL SOC,CELL BIOLOGY; PHYSIOLOGY
American journal of physiology. Cell physiology,2020.0,64,124,148,1.0,2017,AM J PHYSIOL-CELL PH,AMER PHYSIOLOGICAL SOC,CELL BIOLOGY; PHYSIOLOGY
American journal of physiology. Cell physiology,2021.0,45,98,102,1.0,2017,AM J PHYSIOL-CELL PH,AMER PHYSIOLOGICAL SOC,CELL BIOLOGY; PHYSIOLOGY
American journal of physiology. Cell physiology,2022.0,38,99,108,1.0,2017,AM J PHYSIOL-CELL PH,AMER PHYSIOLOGICAL SOC,CELL BIOLOGY; PHYSIOLOGY
American journal of physiology. Cell physiology,2023.0,46,111,121,1.0,2017,AM J PHYSIOL-CELL PH,AMER PHYSIOLOGICAL SOC,CELL BIOLOGY; PHYSIOLOGY
American journal of physiology. Cell physiology,2024.0,78,167,181,1.0,2017,AM J PHYSIOL-CELL PH,AMER PHYSIOLOGICAL SOC,CELL BIOLOGY; PHYSIOLOGY
American journal of physiology. Cell physiology,2025.0,73,200,211,1.0,2017,AM J PHYSIOL-CELL PH,AMER PHYSIOLOGICAL SOC,CELL BIOLOGY; PHYSIOLOGY
American journal of physiology. Cell physiology,2026.0,10,23,24,1.0,2017,AM J PHYSIOL-CELL PH,AMER PHYSIOLOGICAL SOC,CELL BIOLOGY; PHYSIOLOGY
American journal of physiology. Endocrinology and metabolism,2010.0,204,30,216,1.0,2017,AM J PHYSIOL-ENDOC M,AMER PHYSIOLOGICAL SOC,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
American journal of physiology. Endocrinology and metabolism,2011.0,220,24,223,1.0,2017,AM J PHYSIOL-ENDOC M,AMER PHYSIOLOGICAL SOC,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
American journal of physiology. Endocrinology and metabolism,2012.0,248,39,255,1.0,2017,AM J PHYSIOL-ENDOC M,AMER PHYSIOLOGICAL SOC,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
American journal of physiology. Endocrinology and metabolism,2013.0,247,47,250,1.0,2017,AM J PHYSIOL-ENDOC M,AMER PHYSIOLOGICAL SOC,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
American journal of physiology. Endocrinology and metabolism,2014.0,215,38,223,1.0,2017,AM J PHYSIOL-ENDOC M,AMER PHYSIOLOGICAL SOC,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
American journal of physiology. Endocrinology and metabolism,2015.0,171,37,176,1.0,2017,AM J PHYSIOL-ENDOC M,AMER PHYSIOLOGICAL SOC,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
American journal of physiology. Endocrinology and metabolism,2016.0,148,31,155,1.0,2017,AM J PHYSIOL-ENDOC M,AMER PHYSIOLOGICAL SOC,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
American journal of physiology. Endocrinology and metabolism,2017.0,98,29,104,1.0,2017,AM J PHYSIOL-ENDOC M,AMER PHYSIOLOGICAL SOC,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
American journal of physiology. Endocrinology and metabolism,2018.0,128,60,147,1.0,2017,AM J PHYSIOL-ENDOC M,AMER PHYSIOLOGICAL SOC,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
American journal of physiology. Endocrinology and metabolism,2019.0,149,92,182,1.0,2017,AM J PHYSIOL-ENDOC M,AMER PHYSIOLOGICAL SOC,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
American journal of physiology. Endocrinology and metabolism,2020.0,96,105,153,1.0,2017,AM J PHYSIOL-ENDOC M,AMER PHYSIOLOGICAL SOC,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
American journal of physiology. Endocrinology and metabolism,2021.0,75,98,135,1.0,2017,AM J PHYSIOL-ENDOC M,AMER PHYSIOLOGICAL SOC,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
American journal of physiology. Endocrinology and metabolism,2022.0,25,64,71,1.0,2017,AM J PHYSIOL-ENDOC M,AMER PHYSIOLOGICAL SOC,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
American journal of physiology. Endocrinology and metabolism,2023.0,30,76,84,1.0,2017,AM J PHYSIOL-ENDOC M,AMER PHYSIOLOGICAL SOC,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
American journal of physiology. Endocrinology and metabolism,2024.0,38,91,101,1.0,2017,AM J PHYSIOL-ENDOC M,AMER PHYSIOLOGICAL SOC,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
American journal of physiology. Endocrinology and metabolism,2025.0,39,111,125,1.0,2017,AM J PHYSIOL-ENDOC M,AMER PHYSIOLOGICAL SOC,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
American journal of physiology. Endocrinology and metabolism,2026.0,2,11,12,1.0,2017,AM J PHYSIOL-ENDOC M,AMER PHYSIOLOGICAL SOC,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
American journal of physiology. Gastrointestinal and liver physiology,2010.0,219,26,227,1.0,2017,AM J PHYSIOL-GASTR L,AMER PHYSIOLOGICAL SOC,GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
American journal of physiology. Gastrointestinal and liver physiology,2011.0,189,36,197,1.0,2017,AM J PHYSIOL-GASTR L,AMER PHYSIOLOGICAL SOC,GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
